0; 0; 0.0196786624086593; [2.2677814710610646, 4.702763035521532, 2.2966080516224814, 2.4841257995635107, 2.9457401263250698, 2.347271737127264, 1.5965742620953716, 1.425290620586214, 1.0529444594927664, 1.018341605504987, 1.8264824172972356, 0.9958058982996071, 0.060004611262059714, 1.2872935890919575, 0.23644591953822502]
0; 1; 0.023797123802368744; [4.736180707773191, 3.713851992486175, 0.421135075310466, 2.9324688752805192, 2.8055604718240685, 0.7079166629073841, 1.0520216364207045, 1.159402902941772, 1.772144536525692, 1.9914996381057095, 0.21163861036907003, 0.2280689958296164, 1.5082594281059871, 0.19970103099752362, 0.2660900587695299]
0; 2; 0.023810752020718584; [4.71132796264074, 3.737975009625721, 0.4008799700341302, 2.924329814551646, 2.8055604718240685, 0.6993854714956977, 1.0150227011787516, 1.0876719209267005, 1.8164376037690908, 1.9813306222580076, 0.264207527941809, 0.23193453255621438, 1.5082594281059871, 0.20668886879443324, 0.2660900587695299]
0; 3; 0.025676103428281284; [2.557523320138333, 3.9900044669906807, 2.8612474694578123, 2.632264610013604, 2.619083138946117, 1.134540675254349, 3.9280108251556967, 2.882505683741197, 1.5061817429121611, 1.7179540129504358, 0.2886685471108482, 0.02324237473489036, 1.4080489099924984, 1.2123894240572248, 0.20390585062404737]
0; 4; 0.025785133848318244; [2.2073254044203345, 4.765947885246117, 2.202678327390883, 2.5308417275506936, 2.9457401263250698, 2.277672866270922, 1.5999972081500664, 1.461383593011193, 1.0863269271894493, 0.862889220176001, 1.8673101901568496, 1.0352552601836156, 0.04371567997871256, 1.2867879018164945, 0.24624722753911604]
0; 5; 0.026532138830801806; [4.6936929623205055, 3.3007382814898785, 0.24398927441852764, 3.003306292755022, 3.0068254624498936, 1.04660241407733, 0.7807893380252118, 0.9587203328776333, 1.82895838514079, 1.8504108733054025, 0.7248536820503672, 0.09949098938478708, 1.5108564436849832, 0.28478426677743773, 0.2522538438227796]
0; 6; 0.02708115952984005; [4.7780512125447405, 2.9877277697053013, 0.25351102200463355, 3.087561504537295, 2.7906032109499725, 1.0088423505853905, 0.9485152275852702, 2.833451918112062, 1.6833616173714994, 1.7937840978618447, 1.5873390285191447, 1.0263748795503795, 0.06748873646135135, 1.2992664527065285, 0.22877389411228768]
0; 7; 0.028869008680459846; [4.792705795170889, 3.3644101864039917, 0.3594341500858469, 3.048100809146656, 2.6103699458658784, 0.8550052758920724, 1.0033814166343986, 1.1488951484432879, 1.5343402795628285, 1.9070523149237515, 0.5015653969452345, 0.1545711797934891, 1.5142465333246813, 0.29912176217425146, 0.24577197692946348]
0; 8; 0.02925107191977032; [2.5771417331670206, 3.982897415454827, 2.818567258469946, 2.683947276901775, 2.4451618941894777, 0.9648944353572543, 3.994759533146085, 2.9153720539218106, 1.620193024528707, 1.781771676663104, 0.29324690158074, 0.0330147411480596, 1.2882978701875216, 1.2305034748156818, 0.2218570999143552]
0; 9; 0.029696472410116477; [2.4356044722354606, 3.2859506237810048, 0.39829810573686214, 3.071701895256337, 2.881551255374367, 1.056137475027052, 0.9957298748953362, 2.8142642700783256, 1.6028466550839033, 1.7530393672415032, 1.7142187611836508, 0.9333629455961356, 0.08909347975532235, 1.2941007477636846, 0.227414658969263]
0; 10; 0.0301419771250217; [2.4976511185728034, 3.982648345692731, 2.827649346713806, 2.6661806510520543, 2.434185592461806, 0.7797730533303344, 3.927006840944403, 2.9029337178505052, 1.6555652213020478, 1.786905572033823, 0.2767335051616584, 0.053128970910411424, 1.2435260594784052, 1.2396725164637388, 0.2243755384696356]
0; 11; 0.030413994152655596; [2.677759809339332, 2.984135389344906, 0.13228041583889416, 3.155404834689573, 2.748869916995296, 1.076933736763614, 0.7623737442480425, 1.1662691240652912, 1.6792787925391433, 1.981975904614374, 0.678458817351532, 0.1557854505719527, 1.506401602417029, 0.3348322056569018, 0.25464785653887645]
0; 12; 0.03118016364702261; [2.120924078461832, 3.8320512117316783, 3.9345825276143307, 2.5724934905004897, 2.7498842675172153, 2.4383158476522215, 1.6379776494090912, 1.432820140183773, 1.2612023953323952, 1.191980186544688, 1.9317977248934546, 1.00709328220377, 0.024185673573975455, 1.2872935890919575, 0.23959520510115054]
0; 13; 0.031218042341010346; [4.734966916478687, 3.972527031344612, 2.642682056621117, 2.7482184945947963, 2.572899834494489, 0.8700876048055192, 4.0245946466279605, 2.927950940388029, 1.6173978652010872, 1.7812048878942894, 0.30453074279445635, 0.07047178830468201, 1.2882978701875216, 1.2305034748156818, 0.2218570999143552]
0; 14; 0.03125683828058688; [2.7250291908080944, 2.9749733326559302, 3.9345825276143307, 2.535624438476192, 2.733821462287597, 2.4383158476522215, 1.6379776494090912, 1.432820140183773, 1.2096525296261162, 1.250330969745489, 1.9317977248934546, 1.00709328220377, 0.017624030889042526, 1.2872935890919575, 0.24173068220328187]
