0, 0, 0, 7.9458, 7.6165, 7.9458

0, 1, 0, 7.9437, 7.6144, 7.9458

0, 2, 0, 7.9458, 7.6144, 7.9437

0, 3, 0, 7.9458, 7.6165, 7.9458

0, 4, 0, 7.9458, 7.6165, 7.9458

0, 5, 0, 7.9479, 7.6144, 7.9437

0, 6, 0, 7.9479, 7.6144, 7.9458

0, 7, 0, 7.9458, 7.6144, 7.9395

0, 8, 0, 7.9458, 7.6144, 7.9332

0, 9, 0, 7.9458, 7.6165, 7.9458

0, 10, 0, 7.9458, 7.6144, 7.9458

0, 11, 0, 7.9479, 7.6144, 7.9458

0, 12, 0, 7.9458, 7.6144, 7.9458

0, 13, 0, 7.9458, 7.6144, 7.9437

0, 14, 0, 7.9458, 7.6165, 7.9458

0, 15, 0, 7.9479, 7.6165, 7.9458

0, 16, 0, 7.9458, 7.6165, 7.9458

0, 17, 0, 7.9542, 7.6144, 7.9437

0, 18, 0, 7.9458, 7.6144, 7.9437

0, 19, 0, 7.9479, 7.6165, 7.9458

0, 20, 0, 7.9458, 7.6144, 7.9437

0, 21, 0, 7.9479, 7.6144, 7.9458

0, 22, 0, 7.9458, 7.6165, 7.9437

0, 23, 0, 7.9353, 7.6144, 7.9458

0, 24, 0, 7.9458, 7.6144, 7.9437

0, 25, 0, 7.9437, 7.6144, 7.9437

0, 26, 0, 7.9458, 7.6165, 7.9458

0, 27, 0, 7.9458, 7.6144, 7.9437

0, 28, 0, 7.9458, 7.6165, 7.9458

0, 29, 0, 7.9416, 7.6228, 7.9458

0, 30, 0, 7.9479, 7.6165, 7.9458

0, 31, 0, 7.9479, 7.6228, 7.9458

0, 32, 0, 7.9458, 7.6144, 7.9437

0, 33, 0, 7.9458, 7.6144, 7.9458

0, 34, 0, 7.9458, 7.6144, 7.9437

0, 35, 0, 7.9479, 7.6165, 7.9458

0, 36, 0, 7.9458, 7.6144, 7.9332

0, 37, 0, 7.9458, 7.6165, 7.9458

0, 38, 0, 7.9458, 7.6144, 7.9437

0, 39, 0, 7.9458, 7.6144, 7.9458

0, 40, 0, 7.9458, 7.6165, 7.9437

0, 41, 0, 7.9458, 7.6144, 7.9437

0, 42, 0, 7.9458, 7.6144, 7.9437

0, 43, 0, 7.9458, 7.6144, 7.9458

0, 44, 0, 7.9458, 7.6144, 7.9458

0, 45, 0, 7.9458, 7.6144, 7.9437

0, 46, 0, 7.9458, 7.6144, 7.9458

0, 47, 0, 7.9458, 7.6144, 7.9458

0, 48, 0, 7.9458, 7.6144, 7.9437

0, 49, 0, 7.9458, 7.6144, 7.9437

0, 50, 0, 7.9458, 7.6144, 7.9437

0, 51, 0, 7.9458, 7.6144, 7.9437

0, 52, 0, 7.9458, 7.6144, 7.9437

0, 53, 0, 7.9437, 7.6144, 7.9437

0, 54, 0, 7.9458, 7.6144, 7.9437

0, 55, 1, 7.8367, 7.6186, 7.5641

0, 56, 1, 7.4676, 7.6207, 7.2893

0, 57, 1, 7.2389, 7.6228, 7.1089

0, 58, 1, 7.0837, 7.6207, 6.9851

0, 59, 1, 6.9767, 7.6207, 6.9033

0, 60, 1, 6.8991, 7.6207, 6.8320

0, 61, 1, 6.8425, 7.6186, 6.7837

0, 62, 1, 6.8026, 7.6186, 6.7502

0, 63, 1, 6.7691, 7.6165, 6.7208

0, 64, 1, 6.7439, 7.6165, 6.6977

0, 65, 1, 6.7229, 7.6207, 6.6810

0, 66, 1, 6.7061, 7.6144, 6.6642

0, 67, 1, 6.6914, 7.6123, 6.6516

0, 68, 1, 6.6789, 7.6123, 6.6411

0, 69, 1, 6.6684, 7.6123, 6.6306

0, 70, 1, 6.6600, 7.6123, 6.6243

0, 71, 1, 6.6516, 7.6102, 6.6159

0, 72, 1, 6.6222, 7.6039, 6.5845

0, 73, 1, 6.5320, 7.5724, 6.5006

0, 74, 1, 6.4943, 7.5410, 6.4607

0, 75, 1, 6.4670, 7.5116, 6.4313

0, 76, 1, 6.4334, 7.4801, 6.4104

0, 77, 1, 6.4229, 7.4571, 6.3915

0, 78, 1, 6.4062, 7.4214, 6.3726

0, 79, 1, 6.3894, 7.3920, 6.3579

0, 80, 1, 6.3768, 7.3606, 6.3453

0, 81, 1, 6.3642, 7.3312, 6.3327

0, 82, 1, 6.3537, 7.2998, 6.3223

0, 83, 1, 6.3453, 7.2704, 6.3118

0, 84, 1, 6.3348, 7.2410, 6.3013

0, 85, 1, 6.3265, 7.2117, 6.2950

0, 86, 1, 6.3202, 7.1865, 6.2887

0, 87, 1, 6.3139, 7.1529, 6.2824

0, 88, 1, 6.3055, 7.1236, 6.2740

0, 89, 1, 6.3013, 7.0963, 6.2698

0, 90, 1, 6.2950, 7.0564, 6.2635

0, 91, 1, 6.2908, 7.0375, 6.2572

0, 92, 1, 6.2866, 7.0082, 6.2551

0, 93, 1, 6.2824, 6.9788, 6.2509

0, 94, 1, 6.2782, 6.9494, 6.2467

0, 95, 1, 6.2740, 6.9201, 6.2425

0, 96, 1, 6.2698, 6.8907, 6.2384

0, 97, 1, 6.2677, 6.8634, 6.2342

0, 98, 1, 6.2635, 6.8341, 6.2321

0, 99, 1, 6.2614, 6.8047, 6.2279

0, 100, 1, 6.2572, 6.7753, 6.2258

0, 101, 1, 6.2551, 6.7460, 6.2237

0, 102, 1, 6.2530, 6.7187, 6.2216

0, 103, 1, 6.2509, 6.6914, 6.2195

0, 104, 1, 6.2488, 6.6621, 6.2174

0, 105, 1, 6.2467, 6.6348, 6.2153

0, 106, 1, 6.2446, 6.6054, 6.2132

0, 107, 1, 6.2425, 6.5782, 6.2111

0, 108, 1, 6.2404, 6.5488, 6.2090

0, 109, 1, 6.2363, 6.5215, 6.2069

0, 110, 1, 6.2363, 6.4922, 6.2027

0, 111, 1, 6.2342, 6.4649, 6.2027

0, 112, 1, 6.2321, 6.4313, 6.2006

